id,taskname,billable,client_id
247271,Create a Tradition of Getting Together 41,Billable,9
247272,Pass all my Exams 41,Billable,9
247273,"Have More Goals That Are ""Completed Things"" Than ""Things To-Do"" 41",Billable,9
247524,"Donate Over $5,000 to Orphanages 42",Billable,9
248206,Do a Detailed Pumpkin Carving 42,Billable,9
248249,Get 6-Pack Abs 42,Billable,9
248468,Think of Phrases to Say Before I Die 42,Billable,9
248473,Be on More Than 4 TV Shows 42,Billable,9
248474,Go to Egypt 42,Billable,9
248475,Go Skinny Dipping at Midnight 42,Billable,9
248476,Practice a Sport 42,Billable,9
248498,Experience 25 Different Modes of Transportation 42,Billable,9
248499,Learn Ballroom Dancing 42,Billable,9
248858,Eat Roasted Chestnuts on the Champs-Elysees 42,Billable,9
248859,Knit a Cushion Cover 42,Billable,9
248860,Drive the Hawaiian Coast 42,Billable,9
248861,Go Helmet Diving 43,Billable,9
249118,Raft a Class 5 Rapid 43,Billable,9
249119,Become a Psychologist 43,Billable,9
249133,Build A Log Cabin For my Wife and I 43,Billable,9
249134,Master Drawing 43,Billable,9
249136,Ask Someone to a Dance 43,Billable,9
249362,Learn to Play Acoustic Guitar 43,Billable,9
249459,Kayak the Bioluminescent Bay of Fajardo 43,Billable,9
249702,"Reach 10,000 Likes on my Facebook Page 43",Billable,9
249703,Hike Gray (4840 Ft) 43,Billable,9
249704,See the Golden Gate Bridge in San Francisco 43,Billable,9
249705,Take a Ballroom Dancing Course 43,Billable,9
249793,Take a Picture With an Interesting Stranger 43,Billable,9
249794,Invest in a Business 43,Billable,9
249795,Snow Fight 43,Billable,9
249796,Become a Bodybuilder 43,Billable,9
250131,Pass all my Exams 44,Billable,9
250378,Jump Out of a Plane With a Parachute 44,Billable,9
250545,Kiss at the Top of a Ferris Wheel 44,Billable,9
251114,Create a World Map With Pins of Where I've Been 45,Billable,9
251115,Go to The Havana International Jazz Festival 45,Billable,9
251734,Bake Cinnamon Rolls 45,Billable,9
251735,Kiss at the Top of a Ferris Wheel 45,Billable,9
251809,Attend a Concert 45,Billable,9
251824,Do Something New Every Month For a Year 45,Billable,9
252219,Take a Ballroom Dancing Course 45,Billable,9
252225,Hold Up a Free Hugs Sign 45,Billable,9
253070,Become a Philanthropist 46,Billable,9
253194,See the Human Brain in Real Life 46,Billable,9
253363,Spend a Weekend in Vegas 46,Billable,9
253364,Hike the Entire Sentier De L'Etoile 46,Billable,9
253672,Take a Ballroom Dancing Course 46,Billable,9
253673,Hold Up a Free Hugs Sign 46,Billable,9
253988,Complete 4Hr Body Challenge 47,Billable,9
254793,Sit in Nature and Just Breathe 47,Billable,9
254824,Get Retweeted By a Celebrity 47,Billable,9
254860,Go to the Top of the Leaning Tower of Pisa 47,Billable,9
255067,Dance at Carnival in Rio De Janeiro 47,Billable,9
255151,Learn to Do a Handstand 47,Billable,9
255428,Learn to Vault 47,Billable,9
255429,Build a Greenhouse 47,Billable,9
255668,Get Certified As a Public Accountant 47,Billable,9
255813,Live in a Completely Sustainable Way For a Year 47,Billable,9
32888,Go to all the Monopoly Properties 1,Unbillable,10
5402,Sing in Public 1,Unbillable,10
32892,Hike the Entire Sentier De L'Etoile 1,Unbillable,10
32893,Ride the Bullet Train in Japan 1,Unbillable,10
118143,Hike the Continental Divide Trail 1,Unbillable,10
153449,Go to a Garden Party 2,Billable,10
153508,Live in a Completely Sustainable Way For a Year 2,Billable,10
154867,Sculpt Myself 2,Billable,10
171123,Be on the Radio With my Own Song 3,Billable,10
182569,Own a Large Book Collection 4,Unbillable,10
203765,Exercise For 3 Months 4,Billable,10
217061,Create a World Map With Pins of Where I've Been 6,Billable,10
218164,Nutella Battle 6,Billable,10
220746,Hold Up a Free Hugs Sign 6,Billable,10
222507,Help my Brother Find Out What He Wants to Do 6,Billable,10
223734,Own a Large Book Collection 7,Billable,10
225576,Get a TEFL Qualification 7,Billable,10
227472,Become Mayor of my City 8,Billable,10
228550,Spend the Night on a Football Field 9,Billable,10
229586,Fly As a Passenger in a Fast Jet 10,Billable,10
229587,Go to a Nudist Beach 10,Billable,10
232268,Join an Art Class 12,Billable,10
232334,Learn How to Snowboard 12,Billable,10
232335,See the Tulips in Holland 12,Billable,10
236328,Compete in a 3 Point Basketball Contest 13,Billable,10
240974,Join the Mile High Club 16,Billable,10
248531,Have a Silly String Fight 22,Billable,10
205826,Learn to Do a Handstand 25,Billable,10
215920,Ride Every Single Ride at a Theme Park 25,Billable,10
221468,"Do ""Insanity"" Fitness Program 26",Billable,10
223732,Go to a Film Premiere 27,Billable,10
225587,Take a Picture With an Interesting Stranger 27,Billable,10
225588,Invest in a Business 27,Billable,10
228572,Walk on Stilts 29,Billable,10
229538,Define my Own Utopia 30,Billable,10
229539,Cross a Glacier on Foot 30,Billable,10
236265,See the Golden Gate Bridge in San Francisco 33,Billable,10
236266,Take a Ballroom Dancing Course 33,Billable,10
236267,Hold Up a Free Hugs Sign 33,Billable,10
241781,Sing in Public 37,Billable,10
241782,Go Swimming With Dolphins 37,Billable,10
241783,Volunteer at a Blind Camp 37,Billable,10
241882,Ride the Bullet Train in Japan 37,Billable,10
248532,Try Every Kind of Beer in Germany 42,Billable,10
253714,Go to a Cherry Blossom Festival in Japan 46,Billable,10
253947,Enter the Tough Guy Competition 47,Billable,10
32904,Tame a Tiger 1,Unbillable,11
32995,Go Camping 1,Unbillable,12
32996,Appear As an Extra in a Period Drama 1,Unbillable,12
32997,Raft a Class 5 Rapid 1,Unbillable,12
32992,Kayak the Bioluminescent Bay of Fajardo 1,Unbillable,12
32993,Play Monopoly 1,Unbillable,12
32994,Give Up Smoking 1,Unbillable,12
33582,Become a Psychologist 1,Unbillable,13
10590,Eat a Crepe in France 1,Unbillable,13
118142,Be Kissed Unexpectedly in the Middle of a Sentence 1,Unbillable,13
182992,Find a Dream Job 3,Billable,13
182594,Go Camping 4,Unbillable,13
182819,Drive a 4 Wheeler 4,Billable,13
182830,Build A Log Cabin For my Wife and I 4,Billable,13
182988,Master Drawing 4,Billable,13
204941,Free Myself from Debt 4,Billable,13
205009,Go to India 4,Billable,13
219634,Don't Use the Phone For a Day 6,Billable,13
219640,Work For a Feminist Organization 6,Billable,13
223836,Become a Psychologist 7,Billable,13
223843,Drive a 4 Wheeler 7,Billable,13
223846,Build A Log Cabin For my Wife and I 7,Billable,13
223896,Film a Halloween Party 7,Billable,13
240499,Give Up Smoking 16,Unbillable,13
204937,Sing the National Anthem in Front of a Crowd 25,Billable,13
204939,Act in a Play 25,Billable,13
204940,Dance at Carnival in Rio De Janeiro 25,Billable,13
204988,Don't Use the Phone For a Day 25,Billable,13
205005,Work For a Feminist Organization 25,Billable,13
223832,Sing a Bohemians Prague Song For 34 Minutes Straight 27,Billable,13
223849,Swim in the Red Sea 27,Billable,13
223884,Attend a Broadway Show 27,Billable,13
241838,Bake Cinnamon Rolls 37,Unbillable,13
65409,Nutella Battle 1,Billable,14
65410,Read 100 Books in One Year 1,Billable,14
65411,Define my Own Utopia 1,Billable,14
65412,Cross a Glacier on Foot 1,Billable,14
65417,Sing a Solo in a Concert 1,Billable,14
65420,Learn Classical Dances 1,Billable,14
65426,Do Everything With my Left Hand For a Whole Day 1,Billable,14
64552,Learn to Do a Back-Handspring 1,Billable,14
65414,Explore Manhattan 1,Billable,14
65415,Become More Outgoing 1,Billable,14
65416,Take my Kids to Sea World 1,Billable,14
65422,Join a Mastermind 1,Billable,14
65423,Go Mountain Climbing 1,Billable,14
65424,Do Crosswords Every Day For a Month 1,Billable,14
65431,Try Nutella 1,Billable,14
65432,Do a Detailed Pumpkin Carving 1,Billable,14
78575,Learn How to Take Criticism 1,Billable,14
65427,"Do ""Insanity"" Fitness Program 1",Billable,14
65428,Visit the Rockefeller Center 1,Billable,14
65429,Discover the Lost City of Atlantis 1,Billable,14
67392,Kayak the Napali Coast in Hawaii 1,Billable,14
70506,Have a Trampoline in my Yard 1,Billable,14
70524,Think of Phrases to Say Before I Die 1,Billable,14
78570,Go Skinny Dipping at Midnight 1,Billable,14
107327,Decorate a Tree For Christmas 1,Billable,14
111227,Go For Walk in Central Park 1,Billable,14
111228,Earn Over 100K a Year 1,Billable,14
114711,Participate in a Tomato Battle 1,Billable,14
107354,Buy a Cup of Coffee For a Cold Salvation Army Bell Ringer 1,Billable,14
108175,Do Sudoku Every Day For a Year 1,Billable,14
114031,Run 135 Miles Across Death Valley Within 60 Hours 1,Billable,14
114474,Deadlift 500 Pounds 1,Billable,14
114517,Bake a Rainbow Cake 1,Billable,14
114777,Be in a Rainforest 1,Billable,14
115408,Read all of Shakespeare's Work 1,Billable,14
126171,Go Helmet Diving 2,Billable,14
127385,Work For a Political Party 2,Billable,14
114788,Tell Dad I Love Him 2,Billable,14
125926,Pass all my Exams 2,Billable,14
141342,Kill and Skin a Rabbit 2,Billable,14
132749,Have a 24 Hour Movie-Marathon 2,Billable,14
135238,Bake Cinnamon Rolls 2,Billable,14
139209,Go to a Blacklight Party 2,Billable,14
141630,Bake a Cake For Someone Special 2,Billable,14
145255,"Say ""No"" and Don't Feel Bad About It 2",Billable,14
150319,Become More Outgoing 2,Billable,14
150336,Take my Kids to Sea World 2,Billable,14
164756,Go to a Cherry Blossom Festival in Japan 2,Billable,14
146085,Invest in a Business 2,Billable,14
150337,Work As a Tour Manager 2,Billable,14
152270,Write a Song For Someone 2,Billable,14
164754,Cruise Around the World 2,Billable,14
165064,Free Myself from Debt 2,Billable,14
175344,Go to an Indian Wedding 2,Billable,14
189792,Attend a Poetry Reading 3,Billable,14
186069,Kiss Under Fireworks 4,Billable,14
187422,Taste Escargot 4,Billable,14
199579,Kayak the Napali Coast in Hawaii 4,Billable,14
200564,Go Skinny Dipping at Midnight 4,Billable,14
201014,Join the Mile High Club 4,Billable,14
202443,Get a TEFL Qualification 4,Billable,14
202553,Go to a Cafe Alone 4,Billable,14
202560,Dance in the Moonlight 4,Billable,14
203137,Take a Siesta in Spain 4,Billable,14
203596,Volunteer With Big Brother Program 4,Billable,14
204123,Become a Recognized Economist 4,Billable,14
204148,Have a Shower 4,Billable,14
206806,Climb 5 Mountains 4,Billable,14
206841,Feed Sharks 4,Billable,14
195128,Pass all my Exams 5,Billable,14
195213,Go Kayaking 5,Unbillable,14
207677,Become a Psychologist 5,Billable,14
209430,Learn How to Use Photoshop 5,Billable,14
196798,Play Monopoly 5,Billable,14
199581,Take my Kids to Sea World 5,Billable,14
203595,Learn How to Take Criticism 5,Billable,14
211226,Hike in Death Valley 5,Billable,14
213265,Become a Bodybuilder 5,Billable,14
216264,Ride Every Single Ride at a Theme Park 5,Billable,14
216283,Build a Website 5,Billable,14
216307,Create a Blog 5,Billable,14
216592,Be in a Rainforest 5,Billable,14
217017,Cliff Diving Into Water 6,Billable,14
217018,Complete a 10K Competitive Run Race 6,Billable,14
217737,Attend a Broadway Show 6,Billable,14
219716,Become a Stamp Collector 6,Billable,14
226534,Be on the Radio With my Own Song 8,Billable,14
228732,Vegan For a Week 9,Billable,14
228733,Direct a Movie 9,Billable,14
228934,Cross the Nile River 9,Billable,14
228944,Become a Famous Business Women 9,Billable,14
228950,Be Fitter Then Ever 9,Billable,14
229303,Attend a Broadway Show 10,Billable,14
230657,Create a Blog 10,Billable,14
231810,Dance in Bali 11,Billable,14
231824,Snow Fight 11,Billable,14
231873,"Do ""Insanity"" Fitness Program 11",Billable,14
232107,Create a Children's Book 11,Billable,14
233111,Take a Picture With an Interesting Stranger 12,Billable,14
233112,Invest in a Business 12,Billable,14
233127,Become a Bodybuilder 12,Billable,14
233339,Sleep on an Air Mattress Floating in Water 12,Billable,14
236113,Camp in the Backyard 13,Billable,14
237448,Go Mountain Climbing 14,Billable,14
238342,Run a Marathon For Charity 15,Billable,14
239505,Dance Like No Ones Watching 15,Billable,14
240213,Ask Someone to a Dance 16,Billable,14
242598,Climb 5 Mountains 17,Billable,14
243715,Compete in a 3 Point Basketball Contest 18,Billable,14
243716,Vegan For a Week 18,Billable,14
246216,Find a Dream Job 20,Billable,14
247226,Ask Someone to a Dance 21,Billable,14
247227,Make a Large Anonymous Donation to a Non-Profit 21,Billable,14
247401,Zipline Through the Jungle 21,Billable,14
249609,Have a Trampoline in my Yard 22,Billable,14
251034,Become a Stamp Collector 23,Billable,14
251035,"Say ""No"" and Don't Feel Bad About It 23",Billable,14
251402,"Reach 10,000 Likes on my Facebook Page 23",Billable,14
251664,"Have a Net Worth of $1,000,000 23",Billable,14
253928,Tour Through Salar De Uyuni 24,Billable,14
204193,Go to a Blacklight Party 25,Billable,14
204218,Bake a Cake For Someone Special 25,Billable,14
207678,Find a Dream Job 25,Billable,14
208857,Try White Hot Chocolate 25,Billable,14
210731,Hold a Venomous Snake 25,Billable,14
212519,Kayak the Napali Coast in Hawaii 25,Billable,14
212951,Be on More Than 4 TV Shows 25,Billable,14
212995,Go to Egypt 25,Billable,14
215042,Go to India 25,Billable,14
216020,Create a Children's Book 25,Billable,14
225696,Visit the Rockefeller Center 27,Billable,14
225697,Discover the Lost City of Atlantis 27,Billable,14
226533,Film a Halloween Party 28,Billable,14
228571,Build a Blanket Fort With Someone I Love 29,Billable,14
228619,Go Camping With my Best Friends 29,Billable,14
228639,Carve my Love and my Name Into a Tree 29,Billable,14
228671,Direct my First Feature Film Before I'M 25 29,Billable,14
228672,Take a Picture With an Interesting Stranger 29,Billable,14
228930,Decorate a Tree For Christmas 29,Billable,14
229297,Have a Silly String Fight 30,Billable,14
229607,Be on the Radio With my Own Song 30,Billable,14
229940,Dance at Carnival in Rio De Janeiro 30,Billable,14
229941,Don't Use the Phone For a Day 30,Billable,14
230442,Direct my First Feature Film Before I'M 25 30,Billable,14
230543,Go to a Garden Party 30,Billable,14
231838,Learn to Do a Wall Flip 31,Billable,14
232078,"Taste 1,000 Different Deserts 31",Billable,14
232607,Hand Write and Send Anonymous Letters 32,Billable,14
232608,"Donate Over $5,000 to Orphanages 32",Billable,14
232638,Swim in the Red Sea 32,Billable,14
233126,Dance at Carnival in Rio De Janeiro 32,Billable,14
236123,Start a Diary and Write in It Till It's Complete 33,Billable,14
236774,Have a Shower 33,Billable,14
236786,Write a Haiku 33,Billable,14
238111,Do Sudoku Every Day For a Year 34,Billable,14
238364,Go a Month Without Television 35,Billable,14
238456,Go Camping 35,Billable,14
240229,Raft a Class 5 Rapid 36,Billable,14
241019,Experience 25 Different Modes of Transportation 36,Billable,14
241020,Learn Ballroom Dancing 36,Billable,14
241021,Join the Civil Air Patrol 36,Billable,14
241088,Dance in the Moonlight 36,Billable,14
242199,Camp in the Backyard 37,Billable,14
242599,Work on a Crew For a Hot Air Balloon 37,Billable,14
242600,Cruise Around the World 37,Billable,14
246501,Hold Up a Free Hugs Sign 40,Billable,14
246502,Build a Disc Golf Course 40,Billable,14
246521,Be Proposed to in a Unique Way 40,Billable,14
250697,Kiss on the Beach at Sunset 44,Billable,14
9739,Volunteer at a Blind Camp 1,Unbillable,15
32373,Try New Food Every Month 1,Unbillable,15
112298,Know the Stars 1,Unbillable,15
121888,Knit a Cushion Cover 1,Unbillable,15
182600,Build a Greenhouse 3,Unbillable,15
73101,Taste Escargot 1,Unbillable,16
73102,Hike Basin (4827 Ft) 1,Unbillable,16
73103,Learn to Do a Wall Flip 1,Unbillable,16
73104,Learn to Play the Cello 1,Unbillable,16
73109,Start a Diary and Write in It Till It's Complete 1,Unbillable,16
73110,Go to a Restaurant Without Underwear 1,Unbillable,16
73111,Get 6-Pack Abs 1,Unbillable,16
73098,Be on More Than 4 TV Shows 1,Unbillable,16
73108,Go to Egypt 1,Unbillable,16
118147,Learn How to Sing 2,Unbillable,16
134246,Be on the Radio With my Own Song 2,Billable,16
134252,Learn to Play the Ocarina 2,Billable,16
134253,Sing in Public 2,Billable,16
155952,Start a Diary and Write in It Till It's Complete 2,Billable,16
164180,Carve my Love and my Name Into a Tree 2,Billable,16
164182,Write a Song and Record It 2,Billable,16
164272,Be Proposed to in a Unique Way 2,Billable,16
164177,Sleep on an Air Mattress Floating in Water 2,Billable,16
165095,Complete my Degree With No Less Than a Distinction 2,Billable,16
165831,Define my Own Utopia 3,Billable,16
177429,Be on More Than 4 TV Shows 3,Billable,16
196204,Hike all the 14Ers in Colorado 4,Billable,16
183371,Be the Sheriff of a Small Town 4,Unbillable,16
205769,Stay Married For 50 Years 4,Billable,16
201086,Taste Escargot 5,Billable,16
202106,Hike Basin (4827 Ft) 5,Billable,16
202107,Learn to Do a Wall Flip 5,Billable,16
202108,Learn to Play the Cello 5,Billable,16
215771,Make Pancakes in the Shape of Hearts 5,Billable,16
215773,Participate in a Tomato Battle 5,Billable,16
217543,Photoshoot Nude 6,Billable,16
217927,"Have More Goals That Are ""Completed Things"" Than ""Things To-Do"" 6",Billable,16
217930,Become Fluent in French and Spanish 6,Billable,16
218829,Have a Seat in Government 6,Billable,16
220718,See the Golden Gate Bridge in San Francisco 6,Unbillable,16
220719,Take a Ballroom Dancing Course 6,Unbillable,16
221671,Do a Skydive 6,Unbillable,16
222508,Eat a Gyro in Greece 6,Billable,16
222509,Attend a Writing Class 6,Billable,16
222514,Go to all of the U.S. National Parks 6,Billable,16
222516,Climb 5 Mountains 6,Billable,16
222599,Bake a Rainbow Cake 6,Billable,16
224298,See the Kremlin in Russia 7,Billable,16
224322,Learn How to Use Photoshop 7,Billable,16
224563,Fly As a Passenger in a Fast Jet 7,Unbillable,16
224648,Don't Use the Phone For a Day 7,Unbillable,16
224754,Visit 15 Attractions of the Unesco World Heritage List 7,Unbillable,16
225398,Go to Egypt 7,Unbillable,16
225574,Backpack Through Hells Canyon 7,Unbillable,16
225593,Go to a Cafe Alone 7,Billable,16
226744,Don't Use the Phone For a Day 8,Billable,16
226761,Do Something New Every Month For a Year 8,Billable,16
227080,"Taste 1,000 Different Deserts 8",Unbillable,16
227113,"Do ""Insanity"" Fitness Program 8",Billable,16
227238,Visit the Rockefeller Center 8,Unbillable,16
227395,Tour Through Salar De Uyuni 8,Unbillable,16
227396,Go Pearl Diving 8,Unbillable,16
227430,Go to a Cafe Alone 8,Unbillable,16
227445,Dance in the Moonlight 8,Unbillable,16
227446,Try Every Kind of Beer in Germany 8,Unbillable,16
227447,Take a Siesta in Spain 8,Unbillable,16
227620,Create a Children's Book 8,Billable,16
227629,Go to an Indian Wedding 8,Billable,16
227929,Run a Marathon For Charity 9,Billable,16
227941,Complete 4Hr Body Challenge 9,Billable,16
228098,Make 50 Photos of Things That Make Me Happy 9,Unbillable,16
228099,Become a Philanthropist 9,Unbillable,16
228114,Open a Restaurant 9,Unbillable,16
228173,Do Everything With my Left Hand For a Whole Day 9,Unbillable,16
228174,Go Guerilla Gardening 9,Unbillable,16
228175,Learn to Say “Hello” in 15 Languages 9,Unbillable,16
228180,Kill and Skin a Rabbit 9,Unbillable,16
228189,Jump Out of a Plane With a Parachute 9,Unbillable,16
228241,Go Swimming With Dolphins 9,Billable,16
228457,Kiss on the Beach at Sunset 9,Billable,16
228458,Kiss Under Fireworks 9,Billable,16
228459,Learn to Do a Back-Handspring 9,Billable,16
228467,Explore Manhattan 9,Billable,16
228841,Go to a Cafe Alone 9,Unbillable,16
228985,Attend a Chinese New Year 9,Billable,16
229860,Learn How to Take Criticism 10,Unbillable,16
229936,Learn to Vault 10,Unbillable,16
229963,Visit Every Museum in NYC 10,Unbillable,16
229970,Create a Polaroid Wall 10,Unbillable,16
229996,Spend the Night on a Football Field 10,Unbillable,16
230027,Ride a Bike Through Paris 10,Unbillable,16
230094,Study Math 10,Unbillable,16
230110,Become a Farmer 10,Unbillable,16
230121,Write For a TV Sitcom 10,Unbillable,16
230286,Camp in the Backyard 10,Billable,16
230287,Carve my Love and my Name Into a Tree 10,Billable,16
230339,Design and Build my Dream House 10,Billable,16
230414,Go Skinny Dipping at Midnight 10,Billable,16
230453,Learn Ballroom Dancing 10,Unbillable,16
230470,Join the Civil Air Patrol 10,Unbillable,16
230471,Tour Through Salar De Uyuni 10,Unbillable,16
230503,Try Every Kind of Beer in Germany 10,Unbillable,16
230506,Take a Siesta in Spain 10,Unbillable,16
230523,Own 400 Books 10,Unbillable,16
230555,Volunteer With Big Brother Program 10,Unbillable,16
230556,Exercise For 3 Months 10,Unbillable,16
230562,Become a Recognized Economist 10,Unbillable,16
230804,Spend a Night in the Igloo Village in Finland 11,Unbillable,16
230805,Go Helmet Diving 11,Unbillable,16
230815,Be Smiling in a Random Persons Photo in the Back 11,Unbillable,16
230862,Get Into a Pt School 11,Billable,16
230872,Become a Scratch Golfer 11,Unbillable,16
230912,Have a Silly String Fight 11,Unbillable,16
230915,Be a Bridesmaid 11,Unbillable,16
230916,Create a World Map With Pins of Where I've Been 11,Unbillable,16
230989,Run a Marathon For Charity 11,Unbillable,16
230991,Go a Month Without Television 11,Unbillable,16
231016,Finish First Place 11,Unbillable,16
231024,Ride a Double Decker Bus 11,Unbillable,16
231039,Completely Give Up Fast Food For a Month 11,Billable,16
231063,Learn How to Sing 11,Unbillable,16
231096,Swim in the Red Sea 11,Unbillable,16
231106,Backpack Across South America 11,Unbillable,16
231113,Rope Swing Into Water 11,Unbillable,16
231122,Learn How to Snowboard 11,Unbillable,16
231534,Be the Sheriff of a Small Town 11,Unbillable,16
231573,Attend a Concert 11,Unbillable,16
231826,Become a Bodybuilder 11,Unbillable,16
231842,Write a Song For Someone 11,Unbillable,16
231843,Go to a Garden Party 11,Unbillable,16
231848,Live in a Completely Sustainable Way For a Year 11,Unbillable,16
231849,"Have a Net Worth of $1,000,000 11",Unbillable,16
231852,Sculpt Myself 11,Unbillable,16
232174,Get Certified As a Financial Planner 11,Billable,16
232175,Learn to Snorkel 11,Billable,16
232186,Eat Roasted Chestnuts on the Champs-Elysees 11,Billable,16
232193,Knit a Cushion Cover 11,Billable,16
232293,Complete 4Hr Body Challenge 12,Billable,16
232294,Tell Dad I Love Him 12,Billable,16
232342,Create a Tradition of Getting Together 12,Unbillable,16
232460,Read 100 Books in One Year 12,Billable,16
232651,Zipline Through the Jungle 12,Unbillable,16
232701,Bake Cinnamon Rolls 12,Unbillable,16
232717,Kiss at the Top of a Ferris Wheel 12,Unbillable,16
232751,Go to a Blacklight Party 12,Unbillable,16
232761,Bake a Cake For Someone Special 12,Unbillable,16
232768,Spend a Weekend in Vegas 12,Unbillable,16
232776,Hike the Entire Sentier De L'Etoile 12,Unbillable,16
232777,Ride the Bullet Train in Japan 12,Unbillable,16
232963,Spend the Night on a Football Field 12,Unbillable,16
232970,Ride a Bike Through Paris 12,Unbillable,16
232976,Hike in Death Valley 12,Unbillable,16
232979,Study Math 12,Unbillable,16
232980,Become a Farmer 12,Unbillable,16
233018,Take a Ballroom Dancing Course 12,Unbillable,16
233020,Hold Up a Free Hugs Sign 12,Unbillable,16
233037,Carve my Love and my Name Into a Tree 12,Billable,16
233085,Get Certified As a Public Accountant 12,Unbillable,16
233320,Volunteer With Big Brother Program 12,Billable,16
233321,Exercise For 3 Months 12,Billable,16
233322,Become a Recognized Economist 12,Billable,16
233363,Go to India 12,Billable,16
233364,Cross the Nile River 12,Billable,16
235176,Go to The Havana International Jazz Festival 13,Unbillable,16
235218,Enter the Tough Guy Competition 13,Unbillable,16
235269,See the Redwoods 13,Unbillable,16
235318,Conquer Fear of Snakes 13,Billable,16
235368,Join an Art Class 13,Billable,16
236004,Taste Escargot 13,Billable,16
236005,Hike Basin (4827 Ft) 13,Billable,16
236027,Learn How to Take Criticism 13,Billable,16
236030,Learn to Vault 13,Billable,16
236662,Sleep on an Air Mattress Floating in Water 13,Unbillable,16
236663,Work on a Crew For a Hot Air Balloon 13,Unbillable,16
236712,Go to India 13,Unbillable,16
236730,Attend a Poetry Reading 13,Billable,16
236849,Climb 5 Mountains 13,Unbillable,16
236938,Knit a Cushion Cover 13,Unbillable,16
236998,Conquer Fear of Snakes 14,Billable,16
237005,Run a Marathon For Charity 14,Billable,16
237088,Swim in the Red Sea 14,Unbillable,16
237114,Attend a Broadway Show 14,Unbillable,16
238186,Deadlift 500 Pounds 14,Billable,16
238194,Bake a Rainbow Cake 14,Unbillable,16
238202,Be in a Rainforest 14,Billable,16
238208,Publish an Article 14,Unbillable,16
238209,Make Vodka Gummy Bear 14,Unbillable,16
238216,Read all of Shakespeare's Work 14,Unbillable,16
238258,Learn to Snorkel 14,Billable,16
238267,Create a Publication 14,Unbillable,16
238274,Eat Roasted Chestnuts on the Champs-Elysees 14,Billable,16
238275,Knit a Cushion Cover 14,Billable,16
238276,Drive the Hawaiian Coast 14,Billable,16
238277,Spend a Night in the Igloo Village in Finland 15,Billable,16
238300,Go Helmet Diving 15,Unbillable,16
238301,Be Smiling in a Random Persons Photo in the Back 15,Unbillable,16
238309,Work For a Political Party 15,Unbillable,16
238601,Write a Full-Length Play 15,Unbillable,16
238636,See Jerusalem 15,Billable,16
238645,Be on the Radio With my Own Song 15,Billable,16
238659,Learn to Play the Ocarina 15,Billable,16
238702,Hike to Mt Everest Base Camp 15,Billable,16
238768,Hike all the 14Ers in Colorado 15,Unbillable,16
238769,Try New Food Every Month 15,Unbillable,16
238770,Go to a Blacklight Party 15,Unbillable,16
238776,Bake a Cake For Someone Special 15,Billable,16
238802,Ride the Bullet Train in Japan 15,Unbillable,16
238819,Fly As a Passenger in a Fast Jet 15,Billable,16
238828,Go to a Nudist Beach 15,Billable,16
238835,Dance at Carnival in Rio De Janeiro 15,Billable,16
238837,Don't Use the Phone For a Day 15,Billable,16
239020,Create a Polaroid Wall 15,Billable,16
239044,Spend the Night on a Football Field 15,Billable,16
239052,Ride a Bike Through Paris 15,Billable,16
239061,Hike in Death Valley 15,Billable,16
239070,Become a Farmer 15,Billable,16
239303,Discover the Lost City of Atlantis 15,Unbillable,16
239304,Kayak the Napali Coast in Hawaii 15,Unbillable,16
239305,Have a Trampoline in my Yard 15,Unbillable,16
239320,Be on More Than 4 TV Shows 15,Unbillable,16
239462,Take a Siesta in Spain 15,Billable,16
239506,Write a Haiku 15,Billable,16
239787,Be in a Rainforest 15,Billable,16
239806,Make Vodka Gummy Bear 15,Billable,16
239812,Read all of Shakespeare's Work 15,Billable,16
239923,Create a World Map With Pins of Where I've Been 16,Unbillable,16
239929,Go to The Havana International Jazz Festival 16,Unbillable,16
239931,Do a Photo Shoot in a Field of Sunflowers 16,Unbillable,16
239973,Conquer Fear of Snakes 16,Billable,16
239979,Run a Marathon For Charity 16,Unbillable,16
239989,Go a Month Without Television 16,Billable,16
240006,Tell Dad I Love Him 16,Billable,16
240013,Finish First Place 16,Billable,16
240022,Ride a Double Decker Bus 16,Billable,16
240121,Attend a Broadway Show 16,Billable,16
240173,Play the Bagpipes 16,Billable,16
240174,Go to all the Monopoly Properties 16,Billable,16
240298,See the Kremlin in Russia 16,Billable,16
240306,Learn How to Use Photoshop 16,Billable,16
240308,See Jerusalem 16,Billable,16
240314,See the Human Brain in Real Life 16,Billable,16
240315,Be on the Radio With my Own Song 16,Billable,16
240322,Learn to Play the Ocarina 16,Billable,16
240332,Sing in Public 16,Billable,16
240333,Go Swimming With Dolphins 16,Billable,16
240449,Go to a Blacklight Party 16,Billable,16
240450,Bake a Cake For Someone Special 16,Billable,16
240457,Hike the Entire Sentier De L'Etoile 16,Billable,16
240614,Do Crosswords Every Day For a Month 16,Billable,16
240617,Try Nutella 16,Billable,16
240624,Do a Detailed Pumpkin Carving 16,Billable,16
240625,Taste Escargot 16,Billable,16
240759,Go Camping With my Best Friends 16,Billable,16
240766,Walk Barefoot in the Rain 16,Billable,16
240767,"Reach 10,000 Likes on my Facebook Page 16",Billable,16
240768,Hike Gray (4840 Ft) 16,Billable,16
240873,Learn Argentinean Tango in Argentina 16,Billable,16
240875,Design and Build my Dream House 16,Billable,16
240881,Fly a Biplane 16,Billable,16
240882,Go See a All-Blacks Rugby Match Live 16,Billable,16
